no,username,handle,created_date,tweet_text,likes
117,Sanju Joshi,@GauravJ54317239,2024-04-07T14:09:58.000Z,#farmersprotest let's hear it from the #farmers itself #India #Punjab #... https://youtu.be/NSfhSg543eM?si=b5Swcr3FmrEgcWjr… via @YouTube,
118,DeeP,@DeePra6,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
119,Thirumoy Banerjee,@Thiru_the_moy,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
120,Kent Hodges,@kent2hodges,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
121,Zosia,@Zosia_Czubak,2024-03-27T20:20:00.000Z,Farmers on tractors block Brussels to protest against EU policies Follow: https://head-post.com/farmers-on-tractors-block-brussels-to-protest-against-eu-policies/… #BreakingNews #PoliticsLive #PoliticsNews #PoliticsToday #Europe #europenews #EuropeanUnion #Belgium #Brussels #FarmersProtest2024 #FarmersProtest #FarmerProtest2024 #Farmers,
122,T R U T H P O L E,@Truthpolex,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
123,Əkbər Əliyev,@kbrliyev14680,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
124,Theo Prinse,@theoprinse,2024-04-11T16:25:14.000Z,#FrenchFarmers protest in #Clairac #NouvelleAquitaine #France #AgriculteursFrançais #Francais #AgriculteursEnColère #Agriculteurs #FrançaisAgriculteurs #FarmersProtest #Agriculteur,2.0
125,Dreamstime,@Dreamstime,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
126,kulrajan wadhwa,@KulrajanWadhwa,2024-04-04T07:57:06.000Z,"#Ukraine #Poland #UkraineWar #ProtestRolników #FarmersProtest Polish farmers continue to block 3 checkpoints, with more than 1,400 lorries in queues https://pravda.com.ua/eng/news/2024/04/4/7449624/…",
127,Kakon Koye,@kurdo722,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
128,r.k.khorana,@KhoranaR,2024-04-15T09:07:41.000Z,Are we really able to feed 80 billion farm animals but not 8 billion humans? Humans consume 80 billion animals each year.. 70% of global farming is done to feed these animals. Remaining 30% to feed 8 billion humans #FarmersProtest @GoVeganWorld @Suzymarxist @JohnOberg,3.0
129,Hari Pranay,@HariPranay4,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
130,NV,@njjain999241,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
131,Yet She Flies,@yetsheflies,2024-04-17T07:02:38.000Z,#FarmersProtest farmers disrupt rail traffic at #Shambhu border for release of three arrested farmers,32.0
132,Misabh20,@Misabh2020,2024-04-23T03:29:39.000Z,People say why #FarmersProtest #NoVoteToBJP #NoVoteForBJP,
133,National Herald,@NH_India,2024-04-21T16:07:42.000Z,Farmer protest at Shambhu: 73 trains cancelled on Ambala-Amritsar route #FarmersProtest,12.0
134,Neel Kamal,@NeelkamalTOI,2024-04-17T07:02:38.000Z,#FarmersProtest farmers disrupt rail traffic at #Shambhu border for release of three arrested farmers,32.0
135,Gabriele M.,@Gabriele_M24,2024-04-10T08:06:01.000Z,Farmer Protest | farmers protest india 2024 | farmer protest | Live on YouTube:- http://youtu.be/9p6X9H5LeIM #farmerprotest #farmerprotests #farmersprotest #farmersprotestlive #farmersprotestnews #farmersprotestindia2024 #mrclassifer #classifer,
136,Shy Boy,@Brown_boyy__,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
137,Siraj Noorani,@sirajnoorani,2024-04-05T15:05:46.000Z,"When PROTESTS become CRIME, #Democracy is in danger #Ladakh #Farmersprotest #TribalsOfHasdeo #ManipurViolence The grim reality of India is lack of spine & minority hatred which has affected the moral compass of India's consciousness",
138,Sairam,@sairampersonal,2024-04-02T01:16:38.000Z,@nitishrajpute @dhruv_rathee few youth icon who present reality with facts Keep up the good work #Election2024 @AAPDelhi @CongressInNews #FarmersProtest #EVM_हटाओ_लोकतंत्र_बचाओ @ravishndtv Wake up people!! Vote to change,
139,Harpal Singh Sangha,@HarpalSSangha,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
140,Nirmesh Barni,@barningtweets,2024-04-18T08:31:50.000Z,"#FarmersProtest continuing to cause heartburn among candidates belonging to BJP, JJP and now even AAP welcomed in Punjab. #NoVoteForBJP #ShameOnBJP",16.0
141,arnav,@thelosttpotato,2024-04-14T17:21:51.000Z,"""EUTopia or EUtopia? European farmers unite against policies that threaten their livelihood. Remember, without our farmers, we'd all be in a pickle - and not the delicious kind! #FarmersProtest",
142,Tv2000.it,@TV2000it,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
143,World Times,@WorldTimesWT,2024-03-27T08:38:47.000Z,British #farmers demonstrate outside Parliament in London to protest against competition from imported products that do not meet British standards. #AngryFarmers #FarmersProtest #London #UK,2.0
144,A Voice For Choice Advocacy,@avoiceforchoice,2024-04-01T06:30:59.000Z,Supreme Court hearing plea by Haryana government against HC order for judicial probe into death of 22-year-old youth during ongoing farmers agitation. #SupremeCourtOfIndia #SupremeCourt #FarmersProtest,43.0
145,Warren Thornton,@ThorntonWa47373,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
146,Leslie Eastman ☥,@Mutnodjmet,2024-03-28T19:22:48.000Z,French farmers have returned to the streets! Farmers block the Carrefour logistics platform in Nime. #FarmersProtest demonstrate against the Green Agreement in the EU.,26.0
147,Indie Vik Torian,@IndieVikTorian,2024-03-27T19:06:23.000Z,Save Grow Dat Youth Farm @FarmtoSchool #NOLATwitter Join the movement https://actionnetwork.org/petitions/tell-city-park-save-grow-dat… #FarmersProtest #FarmersProtest2024 #farmerprotests2024 #Farmers,
148,wenge,@twohideatalk,2024-04-02T16:36:23.000Z,"The Collectavists are trying to destroy liberal democracys around the world to create a one world top down government. All farmers,buisness owners and cytizens should sef costody #Bitcoin NOW. #Hardmoney #FarmersProtest #Freedom #Resist",
149,Villager Singh,@Villagers_Singh,2024-04-02T05:45:45.000Z,Raya Das and Ranjana Roy argue that the MSP procurement system has regional and crop bias. #MSP #FarmerProtest2024 #India #swaminathanformula #Punjab #WestBengal #FarmersProtest @leo_mukherjee @Raya_amica @thisisranjana,
150,DARTH L0N3R,@LON3RSTON3R9,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
151,Ranjitsing Rajput,@ranrajvai,2024-04-02T05:45:45.000Z,Raya Das and Ranjana Roy argue that the MSP procurement system has regional and crop bias. #MSP #FarmerProtest2024 #India #swaminathanformula #Punjab #WestBengal #FarmersProtest @leo_mukherjee @Raya_amica @thisisranjana,
152,MADDISON ARBOL,@ArbolMaddi25304,2024-03-27T07:17:46.000Z,"In Pictures: Angry farmers block Brussels to protest EU policies, cheap Ukraine imports - EU ministers hope to calm anger over foreign imports, red tape and strict environmental standards. #FarmersProtest #FarmerProtest2024 AP",12.0
153,ऋषव। ॐ,@Reeshav0,2024-04-16T07:51:55.000Z,"#ModiLies 's Interview with ANI was #Scripted and mockery of people's core issues. No queries on #inflation ,#Unemployment , #women 's safety, #FarmersProtest , laborers, education, or #ManipurViolence . #NoVoteToModi #FastestPhone #ModiInterview",
154,News Potli English,@NewsPotliEng,2024-04-17T16:59:12.000Z,Poll Now #FarmersProtest,
155,Manitou,@Manitoonz,2024-04-23T15:10:41.000Z,"Around 200 farmers from Tamil Nadu have come to #JantarMantar to protest against the central government. The protestors came with Skulls, and bones of those farmers who had committed suicide in past years. #ModiHateSpeech #Elections2024 #FarmersProtest @FarmStudioz #Delhi",14.0
156,Villager Singh,@Villagers_Singh,2024-03-29T07:46:00.000Z,Arrested #FarmersProtest,
157,ਹਰਵਿੰਦਰ ਕੌਰ/Harvinder Kaur,@Harvind06739900,2024-04-21T16:07:42.000Z,Farmer protest at Shambhu: 73 trains cancelled on Ambala-Amritsar route #FarmersProtest,12.0
158,Openly Davies,@DeltaDeltaOBE,2024-03-25T19:50:00.000Z,You won't see those pair of c*nts Rishi or Kier doing this..#farmersprotest,17.0
159,Rob Cardella,@RobertoCardel18,2024-04-11T05:21:41.000Z,It's time to stand by our farmers!! We owe to our land and our people... #Masle #ਮਸਲੇ #FarmersProtest @birsinghmusic,104.0
160,Surjeet Singh Phul,@phool_surjeet,2024-04-17T07:02:38.000Z,#FarmersProtest farmers disrupt rail traffic at #Shambhu border for release of three arrested farmers,32.0
161,NV,@njjain999241,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
162,Sanjiv Ranjan Jha,@SanjivRanjanJh1,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
163,Bhagwant Singh Mann,@mann_dholewal,2024-03-29T07:46:00.000Z,Arrested #FarmersProtest,
164,Outspoken.,@ExploringAlway,2024-04-09T02:35:28.000Z,"Farmer Kaka Singh, from Tohana, HR attained martyrdom at Khanauri border after his health deteriorated, due to tear gas shelling earlier. Human cost of #FarmersProtest increased to 11. Modi Govt crony policies and torture taking farmers lives everyday. #FarmersProtest2024",18.0
165,Self-Ownership,@sotirissays,2024-04-04T07:57:06.000Z,"#Ukraine #Poland #UkraineWar #ProtestRolników #FarmersProtest Polish farmers continue to block 3 checkpoints, with more than 1,400 lorries in queues https://pravda.com.ua/eng/news/2024/04/4/7449624/…",
166,Voice of Europe,@V_of_Europe,2024-03-26T18:46:59.000Z,Due to Causeless #farmers protest Do you think The govt should do farming itself and supply the grains itself only ? #FarmersProtest #FarmersProtest2024,1.0
167,Vivek Gujjar,@VivekGu35854690,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
168,JJ von Pepe,@JJvonPepe17,2024-03-30T16:29:31.000Z,#FarmersProtest #UK #Boeren British farmers had enough ! No Farmers? No Food ! No Future ! Is this the end of British Farming? Tractors storm Parliament.,1.0
169,Sanjiv Ranjan Jha,@SanjivRanjanJh1,2024-04-06T06:42:58.000Z,Why not an FIR on those who blocked the road Hmm RIP #Punjab #Farmersprotest #LokSabhaElections2024,
170,Vote For Ekam Sanatan Bharat,@TIgerNS3,2024-03-26T18:47:08.000Z,Water cannon versus slurry cannon at #Bruxelles. A tense situation near the European Commission where hundreds of tractors are demonstrating as a Council of European Agriculture Ministers takes place today. #AgriculteursEnColère #Agriculteurs #FarmersProtest @AnonymeCitoyen,4.0
171,DeeP,@DeePra6,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
172,Sikh Seeker,@TheSikhSeeker,2024-03-29T14:32:48.000Z,Exploring Impasse and Perspectives Amidst the Farmer-Government Standoff. https://reflections.live/articles/5572/stalemate-unbroken-analysis-of-the-governments-msp-offer-and-farmer-resistance-in-indias-ongoing-protests-article-by-klaimed-bruises-14841-luc5yx9v.html… #analysis #government #msp #farmersprotest #opinion #peoplesreflecions,
173,Akashdeep Thind,@Akashdeepthind_,2024-04-17T14:19:39.000Z,#FarmersProtest Poll Now,
174,FazaL,@real_fazal,2024-03-30T16:29:31.000Z,#FarmersProtest #UK #Boeren British farmers had enough ! No Farmers? No Food ! No Future ! Is this the end of British Farming? Tractors storm Parliament.,1.0
175,NeverNUThat,@Never_NU_That,2024-03-25T19:55:17.000Z,Farmers Protest outside parliament in London #farmersprotest,5.0
176,World News,@ferozwala,2024-04-19T06:44:23.000Z,Too much philanthrophy? like #TooMuchDemocracy ? mebbe...?? #justSaying #farmersProtest #KisanAndolan,
177,A Singh,@Singh_5aab,2024-04-05T20:52:54.000Z,Remember the tamasha that @KanganaTeam created on #KaranJohar show? Or the needless controversy she created with @diljitdosanjh over #FarmersProtest? You think that was an accident?! It was strategy! Pahle se soch ke nikli thi dono behne ki Chalo Chalo Panga karte hain!!,2.0
178,Reals to Reality,@ReelsToReality,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
179,Construction Zone,@dontworksmart,2024-03-27T20:20:00.000Z,Farmers on tractors block Brussels to protest against EU policies Follow: https://head-post.com/farmers-on-tractors-block-brussels-to-protest-against-eu-policies/… #BreakingNews #PoliticsLive #PoliticsNews #PoliticsToday #Europe #europenews #EuropeanUnion #Belgium #Brussels #FarmersProtest2024 #FarmersProtest #FarmerProtest2024 #Farmers,
180,SophiaGeorge,@SophiaGeorgeNew,2024-04-19T08:12:54.000Z,FARMLAND TO BE USED FOR SOLAR PANELLING Agenda 2030 writ large #wef #Farming #FarmersProtest #energy #government,30.0
181,kulrajan wadhwa,@KulrajanWadhwa,2024-03-30T03:55:07.000Z,"#India #Poverty #Inequality #Agriculture #FarmerProtest #FarmersProtest MSP Guarantee Law Corrupt politician working for Adani, cronies, lobbyist, GMO firms, Bill Gates, share brokers, cricket betting mafia, defence import pimps, Hindi serial prostitutes",2.0
182,Sukhman Randhawa,@sukh_randhawa14,2024-03-26T06:08:04.000Z,Farmers deserve ALL our support - whether we are Remainers like me or Brexiteers. They are the guardians of our countryside and the supplier of our food. They were better off when we were in Europe and they'd be better off if we rejoined. It's as simple as that. #FarmersProtest,50.0
183,*The_Happiest*,@plutotrainings1,2024-04-16T08:24:12.000Z,Do you know about what is min daily waige of india? compare that... why #FreeRation need to supply towards 80 crore indians? why #Unemployment increased at worst level of history? why people saving is at lowest in bank as per #RBI data? why #FarmersProtest happened?,1.0
